DateTime,Date,Time,Wind,Temperature,Pressure,Humidity,Direction
11/7/2013 17:52:24,11/7/2013,17:52:24,0.00,6.69,953.34,69.69,50
11/7/2013 17:52:54,11/7/2013,17:52:54,0.00,6.67,953.32,69.69,50
11/7/2013 17:53:24,11/7/2013,17:53:24,0.00,6.67,953.32,69.80,49
11/7/2013 17:53:54,11/7/2013,17:53:54,0.00,6.67,953.32,69.90,47
11/7/2013 17:54:24,11/7/2013,17:54:24,0.00,6.67,953.31,69.90,48
11/7/2013 17:54:54,11/7/2013,17:54:54,0.00,6.62,953.31,70.00,48
11/7/2013 17:55:24,11/7/2013,17:55:24,0.00,6.59,953.30,70.40,49
11/7/2013 17:55:54,11/7/2013,17:55:54,0.00,6.59,953.29,70.50,48
11/7/2013 17:56:24,11/7/2013,17:56:24,0.00,6.59,953.29,70.50,48
11/7/2013 17:56:54,11/7/2013,17:56:54,0.00,6.55,953.28,70.69,53
11/7/2013 17:57:24,11/7/2013,17:57:24,0.00,6.52,953.24,70.90,48
11/7/2013 17:57:54,11/7/2013,17:57:54,0.00,6.52,953.25,70.90,49
11/7/2013 17:58:24,11/7/2013,17:58:24,0.00,6.52,953.25,70.90,49
11/7/2013 17:58:54,11/7/2013,17:58:54,0.00,6.47,953.26,70.90,49
11/7/2013 17:59:24,11/7/2013,17:59:24,0.00,6.47,953.26,70.90,48
11/7/2013 17:59:54,11/7/2013,17:59:54,0.00,6.42,953.26,71.00,54
11/7/2013 18:00:24,11/7/2013,18:00:24,0.00,6.42,953.30,71.30,50
11/7/2013 18:00:54,11/7/2013,18:00:54,0.00,6.42,953.31,71.30,49
11/7/2013 18:01:24,11/7/2013,18:01:24,0.00,6.34,953.33,71.40,50
11/7/2013 18:01:54,11/7/2013,18:01:54,0.00,6.40,953.33,71.50,37
11/7/2013 18:02:24,11/7/2013,18:02:24,0.00,6.34,953.32,71.50,38
11/7/2013 18:02:54,11/7/2013,18:02:54,0.00,6.34,953.31,71.50,39
11/7/2013 18:03:24,11/7/2013,18:03:24,0.00,6.34,953.32,71.69,39
11/7/2013 18:03:54,11/7/2013,18:03:54,0.00,6.34,953.32,71.69,38
11/7/2013 18:04:24,11/7/2013,18:04:24,0.00,6.34,953.34,71.69,39
11/7/2013 18:04:54,11/7/2013,18:04:54,0.00,6.34,953.33,71.80,38
11/7/2013 18:05:24,11/7/2013,18:05:24,0.00,6.32,953.32,71.90,38
11/7/2013 18:05:54,11/7/2013,18:05:54,0.00,6.32,953.30,71.90,39
11/7/2013 18:06:24,11/7/2013,18:06:24,0.00,6.27,953.28,72.00,40
11/7/2013 18:06:54,11/7/2013,18:06:54,0.00,6.27,953.26,72.09,41
11/7/2013 18:07:24,11/7/2013,18:07:24,0.00,6.27,953.24,72.09,41
11/7/2013 18:07:54,11/7/2013,18:07:54,0.00,6.27,953.26,72.19,43
11/7/2013 18:08:24,11/7/2013,18:08:24,0.00,6.19,953.29,72.19,43
11/7/2013 18:08:54,11/7/2013,18:08:54,0.00,6.19,953.30,72.19,43
11/7/2013 18:09:24,11/7/2013,18:09:24,0.00,6.19,953.30,72.30,39
11/7/2013 18:09:54,11/7/2013,18:09:54,0.00,6.19,953.33,72.30,39
11/7/2013 18:10:24,11/7/2013,18:10:24,0.00,6.19,953.36,72.40,39
11/7/2013 18:10:54,11/7/2013,18:10:54,0.00,6.15,953.37,72.40,40
11/7/2013 18:11:24,11/7/2013,18:11:24,0.00,6.15,953.40,72.50,30
11/7/2013 18:11:54,11/7/2013,18:11:54,0.00,6.15,953.40,72.50,27
11/7/2013 18:12:24,11/7/2013,18:12:24,0.00,6.15,953.42,72.59,30
11/7/2013 18:12:54,11/7/2013,18:12:54,0.00,6.15,953.42,72.69,30
11/7/2013 18:13:24,11/7/2013,18:13:24,0.00,6.12,953.45,72.69,29
11/7/2013 18:13:54,11/7/2013,18:13:54,0.00,6.12,953.44,72.69,29
11/7/2013 18:14:24,11/7/2013,18:14:24,0.00,6.12,953.44,72.80,29
11/7/2013 18:14:54,11/7/2013,18:14:54,0.00,6.12,953.44,72.80,18
11/7/2013 18:15:24,11/7/2013,18:15:24,0.00,6.12,953.44,72.90,358
11/7/2013 18:15:54,11/7/2013,18:15:54,0.00,6.12,953.44,73.00,2
11/7/2013 18:16:24,11/7/2013,18:16:24,0.00,6.12,953.44,73.00,3
11/7/2013 18:16:54,11/7/2013,18:16:54,0.00,6.12,953.46,73.00,0
11/7/2013 18:17:24,11/7/2013,18:17:24,0.00,6.12,953.47,73.00,4
11/7/2013 18:17:54,11/7/2013,18:17:54,0.00,6.12,953.46,73.09,4
11/7/2013 18:18:24,11/7/2013,18:18:24,0.00,6.12,953.47,73.09,4
11/7/2013 18:18:54,11/7/2013,18:18:54,0.00,6.12,953.48,73.09,4
11/7/2013 18:19:24,11/7/2013,18:19:24,0.00,6.12,953.49,73.09,5
11/7/2013 18:19:54,11/7/2013,18:19:54,0.00,6.12,953.49,73.09,5
11/7/2013 18:20:24,11/7/2013,18:20:24,0.00,6.12,953.50,73.19,4
11/7/2013 18:20:54,11/7/2013,18:20:54,0.00,6.07,953.54,73.09,4
11/7/2013 18:21:24,11/7/2013,18:21:24,0.00,6.07,953.55,73.19,4
11/7/2013 18:21:54,11/7/2013,18:21:54,0.00,6.12,953.53,73.19,4
11/7/2013 18:22:24,11/7/2013,18:22:24,0.00,6.07,953.50,73.19,4
11/7/2013 18:22:54,11/7/2013,18:22:54,0.00,6.07,953.49,73.19,6
11/7/2013 18:23:24,11/7/2013,18:23:24,0.00,6.05,953.50,73.19,6
11/7/2013 18:23:54,11/7/2013,18:23:54,0.00,6.05,953.52,73.19,15
11/7/2013 18:24:24,11/7/2013,18:24:24,0.00,6.05,953.53,73.19,15
11/7/2013 18:24:54,11/7/2013,18:24:54,0.00,6.05,953.54,73.19,16
11/7/2013 18:25:24,11/7/2013,18:25:24,0.00,6.05,953.55,73.19,14
11/7/2013 18:25:54,11/7/2013,18:25:54,0.00,6.05,953.54,73.30,4
11/7/2013 18:26:24,11/7/2013,18:26:24,0.00,6.05,953.56,73.30,4
11/7/2013 18:26:54,11/7/2013,18:26:54,0.00,6.05,953.55,73.40,5
11/7/2013 18:27:24,11/7/2013,18:27:24,0.00,6.05,953.54,73.40,24
11/7/2013 18:27:54,11/7/2013,18:27:54,0.00,6.05,953.55,73.50,39
11/7/2013 18:28:24,11/7/2013,18:28:24,0.00,6.05,953.55,73.50,39
11/7/2013 18:28:54,11/7/2013,18:28:54,0.00,6.00,953.56,73.59,37
11/7/2013 18:29:24,11/7/2013,18:29:24,0.00,6.00,953.53,73.59,37
11/7/2013 18:29:54,11/7/2013,18:29:54,0.00,5.94,953.54,73.59,36
11/7/2013 18:30:24,11/7/2013,18:30:24,0.00,6.00,953.54,73.59,29
11/7/2013 18:30:54,11/7/2013,18:30:54,0.00,6.00,953.56,73.69,322
11/7/2013 18:31:24,11/7/2013,18:31:24,0.00,6.05,953.57,73.80,336
11/7/2013 18:31:54,11/7/2013,18:31:54,0.00,6.05,953.57,73.90,339
11/7/2013 18:32:24,11/7/2013,18:32:24,0.00,6.05,953.57,74.00,339
11/7/2013 18:32:54,11/7/2013,18:32:54,0.00,6.05,953.57,74.00,27
11/7/2013 18:33:24,11/7/2013,18:33:24,0.00,6.05,953.57,74.00,41
11/7/2013 18:33:54,11/7/2013,18:33:54,0.00,6.05,953.57,74.09,12
11/7/2013 18:34:24,11/7/2013,18:34:24,0.00,6.05,953.57,74.09,12
11/7/2013 18:34:54,11/7/2013,18:34:54,0.00,6.05,953.57,74.19,17
11/7/2013 18:35:24,11/7/2013,18:35:24,0.00,6.05,953.56,74.19,17
11/7/2013 18:35:54,11/7/2013,18:35:54,0.00,6.05,953.56,74.30,16
11/7/2013 18:36:24,11/7/2013,18:36:24,0.00,6.05,953.55,74.30,16
11/7/2013 18:36:54,11/7/2013,18:36:54,0.00,6.05,953.56,74.30,14
11/7/2013 18:37:24,11/7/2013,18:37:24,0.00,6.05,953.55,74.40,23
11/7/2013 18:37:54,11/7/2013,18:37:54,0.00,6.05,953.55,74.40,25
11/7/2013 18:38:24,11/7/2013,18:38:24,0.00,6.05,953.55,74.40,18
11/7/2013 18:38:54,11/7/2013,18:38:54,0.00,6.05,953.57,74.40,23
11/7/2013 18:39:24,11/7/2013,18:39:24,0.00,6.05,953.56,74.50,23
11/7/2013 18:39:54,11/7/2013,18:39:54,0.00,6.05,953.57,74.50,23
11/7/2013 18:40:24,11/7/2013,18:40:24,0.00,6.05,953.58,74.50,23
11/7/2013 18:40:54,11/7/2013,18:40:54,0.00,6.05,953.56,74.50,22
11/7/2013 18:41:24,11/7/2013,18:41:24,0.00,6.05,953.56,74.50,21
11/7/2013 18:41:54,11/7/2013,18:41:54,0.00,6.05,953.56,74.59,21
11/7/2013 18:42:24,11/7/2013,18:42:24,0.00,6.05,953.55,74.59,21
11/7/2013 18:42:54,11/7/2013,18:42:54,0.00,6.05,953.56,74.59,22
11/7/2013 18:43:24,11/7/2013,18:43:24,0.00,6.05,953.55,74.59,320
11/7/2013 18:43:54,11/7/2013,18:43:54,0.00,6.05,953.54,74.59,32
11/7/2013 18:44:24,11/7/2013,18:44:24,0.00,6.12,953.55,74.69,209
11/7/2013 18:44:54,11/7/2013,18:44:54,0.00,6.12,953.53,74.69,54
11/7/2013 18:45:24,11/7/2013,18:45:24,0.00,6.12,953.52,74.69,55
11/7/2013 18:45:54,11/7/2013,18:45:54,0.00,6.12,953.52,74.80,26
11/7/2013 18:46:24,11/7/2013,18:46:24,0.00,6.15,953.48,74.80,29
11/7/2013 18:46:54,11/7/2013,18:46:54,0.00,6.19,953.47,74.80,31
11/7/2013 18:47:24,11/7/2013,18:47:24,0.00,6.19,953.45,74.90,30
11/7/2013 18:47:54,11/7/2013,18:47:54,0.00,6.19,953.44,74.90,27
11/7/2013 18:48:24,11/7/2013,18:48:24,0.00,6.19,953.44,74.90,27
11/7/2013 18:48:54,11/7/2013,18:48:54,0.00,6.19,953.42,74.90,27
11/7/2013 18:49:24,11/7/2013,18:49:24,0.00,6.19,953.41,74.90,26
11/7/2013 18:49:54,11/7/2013,18:49:54,0.00,6.19,953.42,74.90,27
11/7/2013 18:50:24,11/7/2013,18:50:24,0.00,6.19,953.44,75.00,27
11/7/2013 18:50:54,11/7/2013,18:50:54,0.00,6.27,953.41,75.00,36
11/7/2013 18:51:24,11/7/2013,18:51:24,0.00,6.19,953.44,75.00,36
11/7/2013 18:51:54,11/7/2013,18:51:54,0.00,6.19,953.44,75.00,33
11/7/2013 18:52:24,11/7/2013,18:52:24,0.00,6.19,953.44,75.00,38
11/7/2013 18:52:54,11/7/2013,18:52:54,0.00,6.19,953.42,75.00,2
11/7/2013 18:53:24,11/7/2013,18:53:24,0.00,6.19,953.44,75.00,36
11/7/2013 18:53:54,11/7/2013,18:53:54,0.00,6.19,953.44,75.00,33
11/7/2013 18:54:24,11/7/2013,18:54:24,0.00,6.27,953.46,75.09,32
11/7/2013 18:54:54,11/7/2013,18:54:54,0.00,6.22,953.46,75.09,35
11/7/2013 18:55:24,11/7/2013,18:55:24,0.00,6.27,953.48,75.09,23
11/7/2013 18:55:54,11/7/2013,18:55:54,0.00,6.27,953.48,75.09,24
11/7/2013 18:56:24,11/7/2013,18:56:24,0.00,6.27,953.53,75.09,353
11/7/2013 18:56:54,11/7/2013,18:56:54,0.00,6.32,953.54,75.09,353
11/7/2013 18:57:24,11/7/2013,18:57:24,0.00,6.34,953.56,75.19,353
11/7/2013 18:57:54,11/7/2013,18:57:54,0.00,6.34,953.55,75.19,258
11/7/2013 18:58:24,11/7/2013,18:58:24,0.00,6.42,953.54,75.30,275
11/7/2013 18:58:54,11/7/2013,18:58:54,0.00,6.52,953.50,75.30,293
11/7/2013 18:59:24,11/7/2013,18:59:24,0.00,6.67,953.52,75.50,220
11/7/2013 18:59:54,11/7/2013,18:59:54,0.00,6.67,953.52,75.40,234
11/7/2013 19:00:24,11/7/2013,19:00:24,0.00,6.69,953.49,75.40,247
11/7/2013 19:00:54,11/7/2013,19:00:54,0.00,6.87,953.49,75.40,251
11/7/2013 19:01:24,11/7/2013,19:01:24,0.00,6.87,953.47,75.09,301
11/7/2013 19:01:54,11/7/2013,19:01:54,0.00,6.90,953.46,75.09,234
11/7/2013 19:02:24,11/7/2013,19:02:24,0.00,7.00,953.45,74.90,241
11/7/2013 19:02:54,11/7/2013,19:02:54,0.00,7.15,953.46,74.40,245
11/7/2013 19:03:24,11/7/2013,19:03:24,0.00,7.22,953.44,73.30,231
11/7/2013 19:03:54,11/7/2013,19:03:54,0.00,7.30,953.45,72.19,227
11/7/2013 19:04:24,11/7/2013,19:04:24,0.00,7.30,953.45,71.69,243
11/7/2013 19:04:54,11/7/2013,19:04:54,0.00,7.47,953.44,70.19,239
11/7/2013 19:05:24,11/7/2013,19:05:24,0.00,7.55,953.39,69.09,238
11/7/2013 19:05:54,11/7/2013,19:05:54,0.00,7.55,953.40,68.50,269
11/7/2013 19:06:24,11/7/2013,19:06:24,0.00,7.69,953.38,68.00,234
11/7/2013 19:06:54,11/7/2013,19:06:54,0.00,7.77,953.37,67.30,224
11/7/2013 19:07:24,11/7/2013,19:07:24,0.00,7.69,953.37,67.30,230
11/7/2013 19:07:54,11/7/2013,19:07:54,0.00,7.84,953.37,67.19,239
11/7/2013 19:08:24,11/7/2013,19:08:24,0.00,7.84,953.37,66.30,232
11/7/2013 19:08:54,11/7/2013,19:08:54,0.00,7.90,953.34,66.40,234
11/7/2013 19:09:24,11/7/2013,19:09:24,0.00,7.92,953.36,66.30,237
11/7/2013 19:09:54,11/7/2013,19:09:54,0.00,8.02,953.34,66.19,226
11/7/2013 19:10:24,11/7/2013,19:10:24,0.00,8.10,953.31,65.09,227
11/7/2013 19:10:54,11/7/2013,19:10:54,0.00,8.17,953.33,65.00,227
11/7/2013 19:11:24,11/7/2013,19:11:24,0.00,8.17,953.33,64.59,228
11/7/2013 19:11:54,11/7/2013,19:11:54,0.00,8.22,953.31,64.80,221
11/7/2013 19:12:24,11/7/2013,19:12:24,0.00,8.25,953.32,65.00,226
11/7/2013 19:12:54,11/7/2013,19:12:54,0.00,8.25,953.30,64.80,236
11/7/2013 19:13:24,11/7/2013,19:13:24,0.00,8.30,953.34,64.59,265
11/7/2013 19:13:54,11/7/2013,19:13:54,0.00,8.25,953.37,65.59,247
11/7/2013 19:14:24,11/7/2013,19:14:24,0.00,8.25,953.37,65.80,308
11/7/2013 19:14:54,11/7/2013,19:14:54,0.00,8.30,953.36,66.30,233
11/7/2013 19:15:24,11/7/2013,19:15:24,0.00,8.30,953.32,65.50,249
11/7/2013 19:15:54,11/7/2013,19:15:54,0.00,8.32,953.30,65.09,249
11/7/2013 19:16:24,11/7/2013,19:16:24,0.00,8.32,953.30,64.59,252
11/7/2013 19:16:54,11/7/2013,19:16:54,0.00,8.50,953.28,64.09,227
11/7/2013 19:17:24,11/7/2013,19:17:24,0.00,8.50,953.26,63.40,228
11/7/2013 19:17:54,11/7/2013,19:17:54,0.00,8.50,953.24,64.09,236
11/7/2013 19:18:24,11/7/2013,19:18:24,0.00,8.44,953.24,64.09,208
11/7/2013 19:18:54,11/7/2013,19:18:54,0.00,8.52,953.25,64.00,238
11/7/2013 19:19:24,11/7/2013,19:19:24,0.00,8.50,953.26,63.59,209
11/7/2013 19:19:54,11/7/2013,19:19:54,0.00,8.57,953.24,63.59,229
11/7/2013 19:20:24,11/7/2013,19:20:24,0.00,8.57,953.23,63.59,224
11/7/2013 19:20:54,11/7/2013,19:20:54,0.00,8.52,953.22,63.70,235
11/7/2013 19:21:24,11/7/2013,19:21:24,0.00,8.57,953.22,63.79,235
11/7/2013 19:21:54,11/7/2013,19:21:54,0.00,8.57,953.21,63.70,230
11/7/2013 19:22:24,11/7/2013,19:22:24,0.00,8.57,953.23,64.09,232
11/7/2013 19:22:54,11/7/2013,19:22:54,0.00,8.64,953.24,63.09,224
11/7/2013 19:23:24,11/7/2013,19:23:24,0.00,8.57,953.24,63.50,227
11/7/2013 19:23:54,11/7/2013,19:23:54,0.00,8.60,953.24,63.79,232
11/7/2013 19:24:24,11/7/2013,19:24:24,0.00,8.60,953.26,63.50,230
11/7/2013 19:24:54,11/7/2013,19:24:54,0.00,8.60,953.25,63.70,231
11/7/2013 19:25:24,11/7/2013,19:25:24,0.00,8.64,953.26,63.09,224
11/7/2013 19:25:54,11/7/2013,19:25:54,0.00,8.60,953.26,63.50,232
11/7/2013 19:26:24,11/7/2013,19:26:24,0.00,8.64,953.24,63.29,220
11/7/2013 19:26:54,11/7/2013,19:26:54,0.00,8.60,953.23,63.59,232
11/7/2013 19:27:24,11/7/2013,19:27:24,0.00,8.64,953.23,63.20,225
11/7/2013 19:27:54,11/7/2013,19:27:54,0.00,8.64,953.22,63.50,232
11/7/2013 19:28:24,11/7/2013,19:28:24,0.00,8.64,953.22,63.59,235
11/7/2013 19:28:54,11/7/2013,19:28:54,0.00,8.60,953.22,63.50,230
11/7/2013 19:29:24,11/7/2013,19:29:24,0.00,8.60,953.21,63.90,222
11/7/2013 19:29:54,11/7/2013,19:29:54,0.00,8.57,953.21,64.19,237
11/7/2013 19:30:24,11/7/2013,19:30:24,0.00,8.57,953.22,63.59,235
11/7/2013 19:30:54,11/7/2013,19:30:54,0.00,8.52,953.21,63.59,236
11/7/2013 19:31:24,11/7/2013,19:31:24,0.00,8.52,953.22,63.40,229
11/7/2013 19:31:54,11/7/2013,19:31:54,0.00,8.50,953.21,63.50,233
11/7/2013 19:32:24,11/7/2013,19:32:24,0.00,8.50,953.24,63.70,235
11/7/2013 19:32:54,11/7/2013,19:32:54,0.00,8.50,953.23,63.40,228
11/7/2013 19:33:24,11/7/2013,19:33:24,0.00,8.50,953.23,63.70,226
11/7/2013 19:33:54,11/7/2013,19:33:54,0.00,8.50,953.22,64.00,232
11/7/2013 19:34:24,11/7/2013,19:34:24,0.00,8.50,953.22,64.00,227
11/7/2013 19:34:54,11/7/2013,19:34:54,0.00,8.44,953.23,64.09,232
11/7/2013 19:35:24,11/7/2013,19:35:24,0.00,8.44,953.25,64.00,229
11/7/2013 19:35:54,11/7/2013,19:35:54,0.00,8.39,953.23,63.79,229
11/7/2013 19:36:24,11/7/2013,19:36:24,0.00,8.39,953.23,64.09,228
11/7/2013 19:36:54,11/7/2013,19:36:54,0.00,8.39,953.24,64.09,231
11/7/2013 19:37:24,11/7/2013,19:37:24,0.00,8.39,953.25,64.00,230
11/7/2013 19:37:54,11/7/2013,19:37:54,0.00,8.39,953.26,64.00,227
11/7/2013 19:38:24,11/7/2013,19:38:24,0.00,8.39,953.28,64.00,145
11/7/2013 19:38:54,11/7/2013,19:38:54,0.00,8.39,953.30,63.79,216
11/7/2013 19:39:24,11/7/2013,19:39:24,0.00,8.39,953.28,64.30,225
11/7/2013 19:39:54,11/7/2013,19:39:54,0.00,8.39,953.28,64.59,234
11/7/2013 19:40:24,11/7/2013,19:40:24,0.00,8.39,953.28,64.80,233
11/7/2013 19:40:54,11/7/2013,19:40:54,0.00,8.32,953.28,64.50,225
11/7/2013 19:41:24,11/7/2013,19:41:24,0.00,8.32,953.28,64.30,231
11/7/2013 19:41:54,11/7/2013,19:41:54,0.00,8.32,953.29,64.50,237
11/7/2013 19:42:24,11/7/2013,19:42:24,0.00,8.32,953.29,64.59,238
11/7/2013 19:42:54,11/7/2013,19:42:54,0.00,8.32,953.29,64.30,227
11/7/2013 19:43:24,11/7/2013,19:43:24,0.00,8.32,953.29,64.30,230
11/7/2013 19:43:54,11/7/2013,19:43:54,0.00,8.30,953.28,64.09,185
11/7/2013 19:44:24,11/7/2013,19:44:24,0.00,8.30,953.28,64.50,229
11/7/2013 19:44:54,11/7/2013,19:44:54,0.00,8.32,953.28,64.00,229
11/7/2013 19:45:24,11/7/2013,19:45:24,0.00,8.30,953.26,64.09,230
11/7/2013 19:45:54,11/7/2013,19:45:54,0.00,8.30,953.28,64.30,220
11/7/2013 19:46:24,11/7/2013,19:46:24,0.00,8.25,953.25,64.80,233
11/7/2013 19:46:54,11/7/2013,19:46:54,0.00,8.25,953.24,64.50,226
11/7/2013 19:47:24,11/7/2013,19:47:24,0.00,8.25,953.24,64.59,223
11/7/2013 19:47:54,11/7/2013,19:47:54,0.00,8.22,953.23,64.80,228
11/7/2013 19:48:24,11/7/2013,19:48:24,0.00,8.25,953.23,64.59,231
11/7/2013 19:48:54,11/7/2013,19:48:54,0.00,8.22,953.24,64.90,230
11/7/2013 19:49:24,11/7/2013,19:49:24,0.00,8.22,953.22,65.19,236
11/7/2013 19:49:54,11/7/2013,19:49:54,0.00,8.17,953.20,64.90,235
11/7/2013 19:50:24,11/7/2013,19:50:24,0.00,8.17,953.20,64.90,244
